date,conversion_id,channel,revenue
2025-02-03,CONV-5497,PPC,46.87
2025-02-03,CONV-5498,PPC,72.41
2025-02-03,CONV-5499,PPC,95.16
2025-02-03,CONV-5500,PPC,66.79
2025-02-03,CONV-5501,Email,74.0
2025-02-03,CONV-5502,Email,183.95
2025-02-03,CONV-5503,Email,92.12
2025-02-03,CONV-5504,Email,108.13
2025-02-03,CONV-5505,Email,245.5
2025-02-03,CONV-5506,Email,140.59
2025-02-03,CONV-5507,Email,163.49
2025-02-03,CONV-5508,Social Media,46.34
2025-02-03,CONV-5509,Social Media,55.96
2025-02-03,CONV-5510,Social Media,39.13
2025-02-04,CONV-5511,PPC,85.12
2025-02-04,CONV-5512,PPC,70.32
2025-02-04,CONV-5513,PPC,75.63
2025-02-04,CONV-5514,PPC,59.5
2025-02-04,CONV-5515,PPC,53.92
2025-02-04,CONV-5516,PPC,85.87
2025-02-04,CONV-5517,PPC,194.41
2025-02-04,CONV-5518,PPC,97.93
2025-02-04,CONV-5519,PPC,141.89
2025-02-04,CONV-5520,PPC,92.97
2025-02-04,CONV-5521,PPC,84.83
2025-02-04,CONV-5522,PPC,41.25
2025-02-04,CONV-5523,PPC,111.19
2025-02-04,CONV-5524,PPC,67.91
2025-02-04,CONV-5525,PPC,220.32
2025-02-04,CONV-5526,PPC,166.81
2025-02-04,CONV-5527,PPC,95.81
2025-02-04,CONV-5528,PPC,89.63
2025-02-04,CONV-5529,PPC,74.19
2025-02-04,CONV-5530,PPC,174.52
2025-02-04,CONV-5531,Email,107.03
2025-02-04,CONV-5532,Email,99.9
2025-02-04,CONV-5533,Email,116.51
2025-02-04,CONV-5534,Email,101.05
2025-02-04,CONV-5535,Email,165.11
2025-02-04,CONV-5536,Email,110.05
2025-02-04,CONV-5537,Email,120.62
2025-02-04,CONV-5538,Email,128.96
2025-02-04,CONV-5539,Social Media,197.51
2025-02-04,CONV-5540,Social Media,95.07
2025-02-04,CONV-5541,Social Media,54.28
2025-02-05,CONV-5542,PPC,78.15
2025-02-05,CONV-5543,PPC,70.67
2025-02-05,CONV-5544,PPC,59.51
2025-02-05,CONV-5545,PPC,81.34
2025-02-05,CONV-5546,PPC,69.12
2025-02-05,CONV-5547,PPC,81.71
2025-02-05,CONV-5548,PPC,109.78
2025-02-05,CONV-5549,PPC,174.89
2025-02-05,CONV-5550,PPC,71.28
2025-02-05,CONV-5551,PPC,173.62
2025-02-05,CONV-5552,PPC,75.61
2025-02-05,CONV-5553,PPC,158.43
2025-02-05,CONV-5554,Email,205.88
2025-02-05,CONV-5555,Email,116.04
2025-02-05,CONV-5556,Email,198.96
2025-02-05,CONV-5557,Email,196.7
2025-02-05,CONV-5558,Email,103.0
2025-02-05,CONV-5559,Email,69.4
2025-02-05,CONV-5560,Email,157.47
2025-02-05,CONV-5561,Social Media,93.53
2025-02-05,CONV-5562,Social Media,40.33
2025-02-05,CONV-5563,Social Media,70.63
2025-02-05,CONV-5564,Social Media,77.52
2025-02-06,CONV-5565,PPC,126.09
2025-02-06,CONV-5566,PPC,77.79
2025-02-06,CONV-5567,PPC,230.4
2025-02-06,CONV-5568,PPC,124.55
2025-02-06,CONV-5569,PPC,110.51
2025-02-06,CONV-5570,PPC,171.58
2025-02-06,CONV-5571,PPC,55.91
2025-02-06,CONV-5572,PPC,141.55
2025-02-06,CONV-5573,PPC,40.13
2025-02-06,CONV-5574,PPC,85.25
2025-02-06,CONV-5575,PPC,32.5
2025-02-06,CONV-5576,PPC,61.27
2025-02-06,CONV-5577,PPC,174.79
2025-02-06,CONV-5578,PPC,30.5
2025-02-06,CONV-5579,PPC,129.42
2025-02-06,CONV-5580,PPC,54.72
2025-02-06,CONV-5581,Email,222.37
2025-02-06,CONV-5582,Email,80.79
2025-02-06,CONV-5583,Email,177.64
2025-02-06,CONV-5584,Email,91.85
2025-02-06,CONV-5585,Email,123.72
2025-02-06,CONV-5586,Email,81.21
2025-02-06,CONV-5587,Email,57.32
2025-02-06,CONV-5588,Social Media,62.82
2025-02-06,CONV-5589,Social Media,152.34
2025-02-06,CONV-5590,Social Media,185.86
2025-02-07,CONV-5591,PPC,159.88
2025-02-07,CONV-5592,PPC,20.17
2025-02-07,CONV-5593,PPC,74.25
2025-02-07,CONV-5594,PPC,145.23
2025-02-07,CONV-5595,PPC,53.2
2025-02-07,CONV-5596,PPC,73.36
2025-02-07,CONV-5597,PPC,63.58
2025-02-07,CONV-5598,PPC,130.81
2025-02-07,CONV-5599,PPC,96.47
2025-02-07,CONV-5600,PPC,60.01
2025-02-07,CONV-5601,PPC,72.0
2025-02-07,CONV-5602,PPC,48.89
2025-02-07,CONV-5603,PPC,61.12
2025-02-07,CONV-5604,PPC,205.04
2025-02-07,CONV-5605,PPC,386.04
2025-02-07,CONV-5606,Email,237.0
2025-02-07,CONV-5607,Email,173.27
2025-02-07,CONV-5608,Email,109.36
2025-02-07,CONV-5609,Email,73.62
2025-02-07,CONV-5610,Email,158.11
2025-02-07,CONV-5611,Email,60.71
2025-02-07,CONV-5612,Email,133.11
2025-02-07,CONV-5613,Email,93.68
2025-02-07,CONV-5614,Social Media,173.05
2025-02-07,CONV-5615,Social Media,65.29
2025-02-07,CONV-5616,Social Media,25.6
2025-02-07,CONV-5617,Social Media,72.97
2025-02-08,CONV-5618,PPC,112.16
2025-02-08,CONV-5619,PPC,81.48
2025-02-08,CONV-5620,PPC,84.88
2025-02-08,CONV-5621,PPC,44.93
2025-02-08,CONV-5622,PPC,93.22
2025-02-08,CONV-5623,PPC,252.16
2025-02-08,CONV-5624,PPC,91.73
2025-02-08,CONV-5625,PPC,76.84
2025-02-08,CONV-5626,PPC,95.97
2025-02-08,CONV-5627,PPC,68.76
2025-02-08,CONV-5628,PPC,80.03
2025-02-08,CONV-5629,PPC,146.96
2025-02-08,CONV-5630,PPC,97.68
2025-02-08,CONV-5631,PPC,32.37
2025-02-08,CONV-5632,PPC,195.64
2025-02-08,CONV-5633,PPC,75.82
2025-02-08,CONV-5634,PPC,83.14
2025-02-08,CONV-5635,PPC,69.95
2025-02-08,CONV-5636,PPC,102.08
2025-02-08,CONV-5637,PPC,108.3
2025-02-08,CONV-5638,Email,135.14
2025-02-08,CONV-5639,Email,257.69
2025-02-08,CONV-5640,Email,72.11
2025-02-08,CONV-5641,Email,100.44
2025-02-08,CONV-5642,Email,202.52
2025-02-08,CONV-5643,Email,56.8
2025-02-08,CONV-5644,Social Media,101.95
2025-02-08,CONV-5645,Social Media,120.72
2025-02-08,CONV-5646,Social Media,31.6
2025-02-08,CONV-5647,Social Media,91.32
2025-02-09,CONV-5648,PPC,172.73
2025-02-09,CONV-5649,PPC,127.16
2025-02-09,CONV-5650,PPC,103.75
2025-02-09,CONV-5651,PPC,89.27
2025-02-09,CONV-5652,PPC,231.17
2025-02-09,CONV-5653,PPC,67.42
2025-02-09,CONV-5654,PPC,46.56
2025-02-09,CONV-5655,PPC,111.08
2025-02-09,CONV-5656,PPC,65.03
2025-02-09,CONV-5657,PPC,115.76
2025-02-09,CONV-5658,PPC,60.86
2025-02-09,CONV-5659,PPC,92.36
2025-02-09,CONV-5660,PPC,113.47
2025-02-09,CONV-5661,PPC,106.48
2025-02-09,CONV-5662,Email,132.32
2025-02-09,CONV-5663,Email,229.99
2025-02-09,CONV-5664,Email,48.2
2025-02-09,CONV-5665,Email,135.23
2025-02-09,CONV-5666,Email,167.23
2025-02-09,CONV-5667,Email,145.44
2025-02-09,CONV-5668,Email,95.51
2025-02-09,CONV-5669,Email,59.85
2025-02-09,CONV-5670,Social Media,26.31
2025-02-09,CONV-5671,Social Media,65.23
2025-02-10,CONV-5672,PPC,44.0
2025-02-10,CONV-5673,PPC,109.69
2025-02-10,CONV-5674,PPC,37.37
2025-02-10,CONV-5675,PPC,54.55
2025-02-10,CONV-5676,PPC,85.85
2025-02-10,CONV-5677,PPC,83.28
2025-02-10,CONV-5678,PPC,110.59
2025-02-10,CONV-5679,PPC,227.58
2025-02-10,CONV-5680,PPC,137.96
2025-02-10,CONV-5681,PPC,132.48
2025-02-10,CONV-5682,PPC,87.44
2025-02-10,CONV-5683,PPC,230.94
2025-02-10,CONV-5684,PPC,44.1
2025-02-10,CONV-5685,PPC,109.37
2025-02-10,CONV-5686,Email,53.03
2025-02-10,CONV-5687,Email,105.12
2025-02-10,CONV-5688,Email,176.45
2025-02-10,CONV-5689,Email,102.7
2025-02-10,CONV-5690,Email,160.43
2025-02-10,CONV-5691,Email,41.58
2025-02-10,CONV-5692,Email,52.6
2025-02-10,CONV-5693,Email,100.53
2025-02-10,CONV-5694,Email,98.5
2025-02-10,CONV-5695,Social Media,43.83
2025-02-10,CONV-5696,Social Media,49.83
2025-02-10,CONV-5697,Social Media,82.77
2025-02-10,CONV-5698,Social Media,72.15
2025-02-10,CONV-5699,Social Media,100.19
2025-02-10,CONV-5700,Social Media,163.8
2025-02-11,CONV-5701,PPC,94.23
2025-02-11,CONV-5702,PPC,52.35
2025-02-11,CONV-5703,PPC,131.28
2025-02-11,CONV-5704,PPC,199.14
2025-02-11,CONV-5705,PPC,44.75
2025-02-11,CONV-5706,PPC,116.99
2025-02-11,CONV-5707,PPC,109.58
2025-02-11,CONV-5708,PPC,64.13
2025-02-11,CONV-5709,PPC,116.01
2025-02-11,CONV-5710,PPC,99.48
2025-02-11,CONV-5711,PPC,152.21
2025-02-11,CONV-5712,PPC,49.25
2025-02-11,CONV-5713,PPC,68.15
2025-02-11,CONV-5714,PPC,95.1
2025-02-11,CONV-5715,PPC,87.86
2025-02-11,CONV-5716,PPC,92.21
2025-02-11,CONV-5717,PPC,110.56
2025-02-11,CONV-5718,PPC,97.27
2025-02-11,CONV-5719,Email,115.77
2025-02-11,CONV-5720,Email,83.7
2025-02-11,CONV-5721,Email,88.7
2025-02-11,CONV-5722,Email,75.2
2025-02-11,CONV-5723,Email,104.89
2025-02-11,CONV-5724,Email,137.83
2025-02-11,CONV-5725,Email,170.07
2025-02-11,CONV-5726,Email,87.44
2025-02-11,CONV-5727,Email,85.26
2025-02-11,CONV-5728,Social Media,40.05
2025-02-11,CONV-5729,Social Media,53.99
2025-02-11,CONV-5730,Social Media,59.11
2025-02-11,CONV-5731,Social Media,95.32
2025-02-11,CONV-5732,Social Media,142.58
2025-02-12,CONV-5733,PPC,90.22
2025-02-12,CONV-5734,PPC,102.21
2025-02-12,CONV-5735,PPC,54.69
2025-02-12,CONV-5736,PPC,79.78
2025-02-12,CONV-5737,PPC,78.05
2025-02-12,CONV-5738,PPC,39.05
2025-02-12,CONV-5739,PPC,49.98
2025-02-12,CONV-5740,PPC,65.32
2025-02-12,CONV-5741,PPC,89.81
2025-02-12,CONV-5742,PPC,136.23
2025-02-12,CONV-5743,Email,112.61
2025-02-12,CONV-5744,Email,166.43
2025-02-12,CONV-5745,Email,52.11
2025-02-12,CONV-5746,Email,94.84
2025-02-12,CONV-5747,Email,67.58
2025-02-12,CONV-5748,Email,104.19
2025-02-12,CONV-5749,Email,204.22
2025-02-12,CONV-5750,Email,188.6
2025-02-12,CONV-5751,Email,77.44
2025-02-12,CONV-5752,Email,263.54
2025-02-12,CONV-5753,Email,184.98
2025-02-12,CONV-5754,Social Media,82.85
2025-02-12,CONV-5755,Social Media,23.35
2025-02-12,CONV-5756,Social Media,70.09
2025-02-12,CONV-5757,Social Media,34.57
2025-02-12,CONV-5758,Social Media,56.13
2025-02-13,CONV-5759,PPC,79.42
2025-02-13,CONV-5760,PPC,39.67
2025-02-13,CONV-5761,PPC,62.97
2025-02-13,CONV-5762,PPC,69.33
2025-02-13,CONV-5763,PPC,207.54
2025-02-13,CONV-5764,PPC,157.84
2025-02-13,CONV-5765,PPC,65.32
2025-02-13,CONV-5766,PPC,148.67
2025-02-13,CONV-5767,PPC,328.22
2025-02-13,CONV-5768,PPC,78.7
2025-02-13,CONV-5769,PPC,68.0
2025-02-13,CONV-5770,PPC,314.57
2025-02-13,CONV-5771,PPC,111.33
2025-02-13,CONV-5772,PPC,102.58
2025-02-13,CONV-5773,PPC,129.07
2025-02-13,CONV-5774,PPC,80.96
2025-02-13,CONV-5775,PPC,83.74
2025-02-13,CONV-5776,PPC,47.95
2025-02-13,CONV-5777,Email,77.07
2025-02-13,CONV-5778,Email,171.87
2025-02-13,CONV-5779,Email,127.02
2025-02-13,CONV-5780,Email,114.53
2025-02-13,CONV-5781,Email,127.17
2025-02-13,CONV-5782,Email,113.22
2025-02-13,CONV-5783,Social Media,183.8
2025-02-13,CONV-5784,Social Media,18.57
2025-02-13,CONV-5785,Social Media,117.32
2025-02-14,CONV-5786,PPC,141.03
2025-02-14,CONV-5787,PPC,171.75
2025-02-14,CONV-5788,PPC,81.89
2025-02-14,CONV-5789,PPC,39.18
2025-02-14,CONV-5790,PPC,76.3
2025-02-14,CONV-5791,PPC,103.19
2025-02-14,CONV-5792,PPC,71.13
2025-02-14,CONV-5793,PPC,47.14
2025-02-14,CONV-5794,PPC,39.75
2025-02-14,CONV-5795,PPC,61.47
2025-02-14,CONV-5796,PPC,183.01
2025-02-14,CONV-5797,PPC,113.44
2025-02-14,CONV-5798,PPC,81.33
2025-02-14,CONV-5799,PPC,84.84
2025-02-14,CONV-5800,PPC,151.1
2025-02-14,CONV-5801,PPC,91.42
2025-02-14,CONV-5802,PPC,101.29
2025-02-14,CONV-5803,Email,89.2
2025-02-14,CONV-5804,Email,200.1
2025-02-14,CONV-5805,Email,101.22
2025-02-14,CONV-5806,Email,128.29
2025-02-14,CONV-5807,Email,156.29
2025-02-14,CONV-5808,Email,97.17
2025-02-14,CONV-5809,Email,141.4
2025-02-14,CONV-5810,Email,143.62
2025-02-14,CONV-5811,Email,92.48
2025-02-14,CONV-5812,Email,229.97
2025-02-14,CONV-5813,Social Media,30.87
2025-02-14,CONV-5814,Social Media,60.7
2025-02-14,CONV-5815,Social Media,45.95
2025-02-14,CONV-5816,Social Media,82.15
2025-02-14,CONV-5817,Social Media,86.64
2025-02-14,CONV-5818,Social Media,57.91
2025-02-15,CONV-5819,PPC,103.68
2025-02-15,CONV-5820,PPC,121.76
2025-02-15,CONV-5821,PPC,245.26
2025-02-15,CONV-5822,PPC,82.55
2025-02-15,CONV-5823,PPC,44.48
2025-02-15,CONV-5824,PPC,72.64
2025-02-15,CONV-5825,PPC,44.43
2025-02-15,CONV-5826,PPC,208.02
2025-02-15,CONV-5827,PPC,88.4
2025-02-15,CONV-5828,Email,125.86
2025-02-15,CONV-5829,Email,83.61
2025-02-15,CONV-5830,Email,125.74
2025-02-15,CONV-5831,Email,285.0
2025-02-15,CONV-5832,Email,86.04
2025-02-15,CONV-5833,Email,93.99
2025-02-15,CONV-5834,Email,208.2
2025-02-15,CONV-5835,Social Media,91.65
2025-02-15,CONV-5836,Social Media,75.88
2025-02-16,CONV-5837,PPC,85.76
2025-02-16,CONV-5838,PPC,91.75
2025-02-16,CONV-5839,PPC,99.76
2025-02-16,CONV-5840,PPC,181.05
2025-02-16,CONV-5841,PPC,89.26
2025-02-16,CONV-5842,PPC,72.61
2025-02-16,CONV-5843,PPC,62.71
2025-02-16,CONV-5844,PPC,54.1
2025-02-16,CONV-5845,PPC,106.28
2025-02-16,CONV-5846,PPC,85.57
2025-02-16,CONV-5847,PPC,182.37
2025-02-16,CONV-5848,PPC,61.82
2025-02-16,CONV-5849,PPC,133.7
2025-02-16,CONV-5850,PPC,101.04
2025-02-16,CONV-5851,PPC,60.02
2025-02-16,CONV-5852,PPC,62.81
2025-02-16,CONV-5853,PPC,87.05
2025-02-16,CONV-5854,PPC,180.84
2025-02-16,CONV-5855,PPC,132.8
2025-02-16,CONV-5856,PPC,189.89
2025-02-16,CONV-5857,PPC,176.35
2025-02-16,CONV-5858,Email,169.97
2025-02-16,CONV-5859,Email,187.09
2025-02-16,CONV-5860,Email,203.96
2025-02-16,CONV-5861,Email,130.12
2025-02-16,CONV-5862,Email,142.79
2025-02-16,CONV-5863,Email,161.69
2025-02-16,CONV-5864,Email,125.03
2025-02-16,CONV-5865,Email,159.43
2025-02-16,CONV-5866,Social Media,226.79
2025-02-16,CONV-5867,Social Media,42.63
2025-02-16,CONV-5868,Social Media,58.77
2025-02-16,CONV-5869,Social Media,91.57
2025-02-16,CONV-5870,Social Media,136.83
2025-02-17,CONV-5871,PPC,45.26
2025-02-17,CONV-5872,PPC,48.01
2025-02-17,CONV-5873,PPC,43.24
2025-02-17,CONV-5874,PPC,93.56
2025-02-17,CONV-5875,PPC,119.73
2025-02-17,CONV-5876,PPC,65.58
2025-02-17,CONV-5877,PPC,67.55
2025-02-17,CONV-5878,PPC,71.41
2025-02-17,CONV-5879,PPC,81.64
2025-02-17,CONV-5880,PPC,71.66
2025-02-17,CONV-5881,PPC,51.86
2025-02-17,CONV-5882,Email,150.44
2025-02-17,CONV-5883,Email,187.17
2025-02-17,CONV-5884,Email,54.89
2025-02-17,CONV-5885,Email,106.86
2025-02-17,CONV-5886,Email,135.35
2025-02-17,CONV-5887,Email,127.01
2025-02-17,CONV-5888,Social Media,95.67
2025-02-17,CONV-5889,Social Media,162.36
2025-02-17,CONV-5890,Social Media,85.93
2025-02-18,CONV-5891,PPC,80.93
2025-02-18,CONV-5892,PPC,107.98
2025-02-18,CONV-5893,PPC,157.06
2025-02-18,CONV-5894,PPC,97.33
2025-02-18,CONV-5895,PPC,105.79
2025-02-18,CONV-5896,PPC,108.31
2025-02-18,CONV-5897,PPC,152.51
2025-02-18,CONV-5898,PPC,155.77
2025-02-18,CONV-5899,PPC,33.37
2025-02-18,CONV-5900,PPC,25.11
2025-02-18,CONV-5901,Email,168.02
2025-02-18,CONV-5902,Email,234.7
2025-02-18,CONV-5903,Email,132.69
2025-02-18,CONV-5904,Email,157.14
2025-02-18,CONV-5905,Email,196.59
2025-02-18,CONV-5906,Email,114.43
2025-02-18,CONV-5907,Email,165.58
2025-02-18,CONV-5908,Email,76.96
2025-02-18,CONV-5909,Email,108.0
2025-02-18,CONV-5910,Social Media,72.04
2025-02-18,CONV-5911,Social Media,68.3
2025-02-18,CONV-5912,Social Media,64.14
2025-02-18,CONV-5913,Social Media,100.96
2025-02-18,CONV-5914,Social Media,34.41
2025-02-18,CONV-5915,Social Media,80.37
2025-02-19,CONV-5916,PPC,41.8
2025-02-19,CONV-5917,PPC,68.15
2025-02-19,CONV-5918,PPC,24.71
2025-02-19,CONV-5919,PPC,81.96
2025-02-19,CONV-5920,PPC,67.88
2025-02-19,CONV-5921,PPC,75.75
2025-02-19,CONV-5922,PPC,66.45
2025-02-19,CONV-5923,PPC,159.62
2025-02-19,CONV-5924,PPC,167.87
2025-02-19,CONV-5925,PPC,156.11
2025-02-19,CONV-5926,Email,136.94
2025-02-19,CONV-5927,Email,143.23
2025-02-19,CONV-5928,Email,212.42
2025-02-19,CONV-5929,Email,133.67
2025-02-19,CONV-5930,Email,201.31
2025-02-19,CONV-5931,Email,195.26
2025-02-19,CONV-5932,Email,139.41
2025-02-19,CONV-5933,Social Media,57.26
2025-02-19,CONV-5934,Social Media,81.7
2025-02-20,CONV-5935,PPC,130.12
2025-02-20,CONV-5936,PPC,74.37
2025-02-20,CONV-5937,PPC,108.38
2025-02-20,CONV-5938,PPC,149.3
2025-02-20,CONV-5939,PPC,58.58
2025-02-20,CONV-5940,PPC,102.64
2025-02-20,CONV-5941,PPC,67.28
2025-02-20,CONV-5942,PPC,180.53
2025-02-20,CONV-5943,PPC,48.95
2025-02-20,CONV-5944,PPC,117.85
2025-02-20,CONV-5945,PPC,70.38
2025-02-20,CONV-5946,PPC,53.85
2025-02-20,CONV-5947,PPC,94.57
2025-02-20,CONV-5948,PPC,233.5
2025-02-20,CONV-5949,Email,117.43
2025-02-20,CONV-5950,Email,184.13
2025-02-20,CONV-5951,Email,70.07
2025-02-20,CONV-5952,Email,64.13
2025-02-20,CONV-5953,Email,172.52
2025-02-20,CONV-5954,Email,101.88
2025-02-20,CONV-5955,Email,261.52
2025-02-20,CONV-5956,Email,75.46
2025-02-20,CONV-5957,Email,188.81
2025-02-20,CONV-5958,Email,110.8
2025-02-20,CONV-5959,Social Media,125.54
2025-02-20,CONV-5960,Social Media,70.59
2025-02-20,CONV-5961,Social Media,82.71
2025-02-20,CONV-5962,Social Media,28.05
2025-02-20,CONV-5963,Social Media,109.13
2025-02-21,CONV-5964,PPC,204.07
2025-02-21,CONV-5965,PPC,52.94
2025-02-21,CONV-5966,PPC,126.94
2025-02-21,CONV-5967,PPC,155.8
2025-02-21,CONV-5968,PPC,32.12
2025-02-21,CONV-5969,PPC,61.34
2025-02-21,CONV-5970,PPC,44.25
2025-02-21,CONV-5971,PPC,55.59
2025-02-21,CONV-5972,PPC,67.15
2025-02-21,CONV-5973,PPC,77.62
2025-02-21,CONV-5974,PPC,127.06
2025-02-21,CONV-5975,Email,220.46
2025-02-21,CONV-5976,Email,112.88
2025-02-21,CONV-5977,Email,135.05
2025-02-21,CONV-5978,Email,229.58
2025-02-21,CONV-5979,Email,123.6
2025-02-21,CONV-5980,Email,93.96
2025-02-21,CONV-5981,Email,151.11
2025-02-21,CONV-5982,Email,113.07
2025-02-21,CONV-5983,Email,207.85
2025-02-21,CONV-5984,Social Media,233.15
2025-02-21,CONV-5985,Social Media,84.3
2025-02-22,CONV-5986,PPC,103.92
2025-02-22,CONV-5987,PPC,69.5
2025-02-22,CONV-5988,PPC,88.1
2025-02-22,CONV-5989,PPC,246.4
2025-02-22,CONV-5990,PPC,174.39
2025-02-22,CONV-5991,PPC,114.34
2025-02-22,CONV-5992,PPC,76.37
2025-02-22,CONV-5993,PPC,56.18
2025-02-22,CONV-5994,PPC,289.4
2025-02-22,CONV-5995,PPC,62.19
2025-02-22,CONV-5996,PPC,77.12
2025-02-22,CONV-5997,PPC,71.56
2025-02-22,CONV-5998,PPC,77.61
2025-02-22,CONV-5999,Email,118.56
2025-02-22,CONV-6000,Email,45.93
2025-02-22,CONV-6001,Email,78.07
2025-02-22,CONV-6002,Email,150.17
2025-02-22,CONV-6003,Email,182.62
2025-02-22,CONV-6004,Email,139.22
2025-02-22,CONV-6005,Email,262.43
2025-02-22,CONV-6006,Email,99.22
2025-02-22,CONV-6007,Email,109.38
2025-02-22,CONV-6008,Social Media,103.63
2025-02-22,CONV-6009,Social Media,63.33
2025-02-22,CONV-6010,Social Media,67.18
2025-02-23,CONV-6011,PPC,89.77
2025-02-23,CONV-6012,PPC,107.43
2025-02-23,CONV-6013,PPC,81.86
2025-02-23,CONV-6014,PPC,71.28
2025-02-23,CONV-6015,PPC,118.94
2025-02-23,CONV-6016,PPC,129.97
2025-02-23,CONV-6017,PPC,108.49
2025-02-23,CONV-6018,PPC,134.26
2025-02-23,CONV-6019,PPC,115.02
2025-02-23,CONV-6020,PPC,67.56
2025-02-23,CONV-6021,PPC,162.88
2025-02-23,CONV-6022,PPC,45.63
2025-02-23,CONV-6023,PPC,80.99
2025-02-23,CONV-6024,Email,49.35
2025-02-23,CONV-6025,Email,84.99
2025-02-23,CONV-6026,Email,51.47
2025-02-23,CONV-6027,Email,153.93
2025-02-23,CONV-6028,Email,84.67
2025-02-23,CONV-6029,Email,139.3
2025-02-23,CONV-6030,Email,92.96
2025-02-23,CONV-6031,Social Media,65.33
2025-02-23,CONV-6032,Social Media,332.53
2025-02-23,CONV-6033,Social Media,44.17
2025-02-24,CONV-6034,PPC,133.65
2025-02-24,CONV-6035,PPC,240.12
2025-02-24,CONV-6036,PPC,39.83
2025-02-24,CONV-6037,PPC,127.32
2025-02-24,CONV-6038,PPC,73.09
2025-02-24,CONV-6039,PPC,92.5
2025-02-24,CONV-6040,PPC,62.68
2025-02-24,CONV-6041,PPC,416.35
2025-02-24,CONV-6042,PPC,62.55
2025-02-24,CONV-6043,Email,81.59
2025-02-24,CONV-6044,Email,180.12
2025-02-24,CONV-6045,Email,137.26
2025-02-24,CONV-6046,Email,61.38
2025-02-24,CONV-6047,Email,169.97
2025-02-24,CONV-6048,Email,154.84
2025-02-24,CONV-6049,Email,349.36
2025-02-24,CONV-6050,Social Media,58.62
2025-02-24,CONV-6051,Social Media,43.35
2025-02-24,CONV-6052,Social Media,66.83
2025-02-24,CONV-6053,Social Media,60.13
2025-02-25,CONV-6054,PPC,153.2
2025-02-25,CONV-6055,PPC,68.31
2025-02-25,CONV-6056,PPC,79.93
2025-02-25,CONV-6057,PPC,87.42
2025-02-25,CONV-6058,PPC,35.49
2025-02-25,CONV-6059,PPC,96.16
2025-02-25,CONV-6060,PPC,33.74
2025-02-25,CONV-6061,PPC,100.83
2025-02-25,CONV-6062,PPC,43.99
2025-02-25,CONV-6063,PPC,70.72
2025-02-25,CONV-6064,PPC,63.54
2025-02-25,CONV-6065,PPC,59.56
2025-02-25,CONV-6066,Email,180.24
2025-02-25,CONV-6067,Email,141.78
2025-02-25,CONV-6068,Email,323.79
2025-02-25,CONV-6069,Email,132.24
2025-02-25,CONV-6070,Email,177.32
2025-02-25,CONV-6071,Email,143.0
2025-02-25,CONV-6072,Email,85.38
2025-02-25,CONV-6073,Email,150.55
2025-02-25,CONV-6074,Social Media,83.68
2025-02-25,CONV-6075,Social Media,33.09
2025-02-25,CONV-6076,Social Media,60.44
2025-02-25,CONV-6077,Social Media,198.47
2025-02-25,CONV-6078,Social Media,63.98
2025-02-25,CONV-6079,Social Media,147.6
2025-02-25,CONV-6080,Social Media,64.83
2025-02-25,CONV-6081,Social Media,80.65
2025-02-26,CONV-6082,PPC,54.18
2025-02-26,CONV-6083,PPC,89.02
2025-02-26,CONV-6084,PPC,178.53
2025-02-26,CONV-6085,PPC,96.32
2025-02-26,CONV-6086,PPC,87.93
2025-02-26,CONV-6087,PPC,71.98
2025-02-26,CONV-6088,PPC,74.76
2025-02-26,CONV-6089,PPC,217.99
2025-02-26,CONV-6090,PPC,95.14
2025-02-26,CONV-6091,PPC,116.73
2025-02-26,CONV-6092,PPC,132.56
2025-02-26,CONV-6093,PPC,220.72
2025-02-26,CONV-6094,Email,104.7
2025-02-26,CONV-6095,Email,168.24
2025-02-26,CONV-6096,Email,134.25
2025-02-26,CONV-6097,Email,225.53
2025-02-26,CONV-6098,Email,178.21
2025-02-26,CONV-6099,Email,96.17
2025-02-26,CONV-6100,Email,151.59
2025-02-26,CONV-6101,Email,170.14
2025-02-26,CONV-6102,Email,75.0
2025-02-26,CONV-6103,Email,135.59
2025-02-26,CONV-6104,Social Media,75.67
2025-02-26,CONV-6105,Social Media,18.85
2025-02-26,CONV-6106,Social Media,166.88
2025-02-27,CONV-6107,PPC,68.54
2025-02-27,CONV-6108,PPC,109.51
2025-02-27,CONV-6109,PPC,58.75
2025-02-27,CONV-6110,PPC,132.48
2025-02-27,CONV-6111,PPC,86.67
2025-02-27,CONV-6112,PPC,103.8
2025-02-27,CONV-6113,PPC,210.45
2025-02-27,CONV-6114,PPC,73.54
2025-02-27,CONV-6115,PPC,57.13
2025-02-27,CONV-6116,PPC,31.37
2025-02-27,CONV-6117,Email,140.32
2025-02-27,CONV-6118,Email,133.52
2025-02-27,CONV-6119,Email,129.51
2025-02-27,CONV-6120,Email,88.47
2025-02-27,CONV-6121,Email,106.15
2025-02-27,CONV-6122,Social Media,170.59
2025-02-27,CONV-6123,Social Media,13.52
2025-02-27,CONV-6124,Social Media,45.23
2025-02-27,CONV-6125,Social Media,60.17
2025-02-27,CONV-6126,Social Media,30.75
2025-02-28,CONV-6127,PPC,84.82
2025-02-28,CONV-6128,PPC,129.88
2025-02-28,CONV-6129,PPC,191.77
2025-02-28,CONV-6130,PPC,123.06
2025-02-28,CONV-6131,PPC,94.93
2025-02-28,CONV-6132,PPC,59.71
2025-02-28,CONV-6133,PPC,224.08
2025-02-28,CONV-6134,PPC,121.42
2025-02-28,CONV-6135,PPC,85.13
2025-02-28,CONV-6136,PPC,33.17
